IDX	TRD	TIMESTAMP (MS)	VOLUME	PRICE
694	31	1534103073000	5.515774	6235.88
695	22	1534103074000	6.607834	6239.68
696	50	1534103075000	37.914476	6250.54
697	44	1534103076000	23.322212	6260.12
698	23	1534103077000	6.477693	6246.79
699	41	1534103078000	14.389039	6256.26
700	44	1534103079000	7.617801	6264.80
701	45	1534103080000	7.100779	6260.13
702	55	1534103081000	18.946745	6262.35
703	59	1534103082000	11.064868	6271.49
704	46	1534103083000	5.639176	6270.98
705	57	1534103084000	22.706412	6272.71
706	36	1534103085000	13.130920	6278.54
707	35	1534103086000	3.407084	6280.33
708	43	1534103087000	3.855578	6277.53
709	68	1534103088000	34.838571	6287.09
710	67	1534103089000	25.616588	6289.60
711	54	1534103090000	8.663761	6294.42
712	42	1534103091000	10.572672	6303.73
713	18	1534103092000	1.214351	6290.70
714	14	1534103093000	0.870228	6296.88
715	17	1534103094000	1.101397	6295.68
716	30	1534103095000	1.626149	6297.28
717	24	1534103096000	9.001143	6299.51
718	18	1534103097000	4.451137	6294.58
719	12	1534103098000	8.996152	6290.45
720	6	1534103099000	0.459791	6291.67
721	14	1534103100000	0.539423	6291.60
722	14	1534103101000	4.585927	6294.42
723	16	1534103102000	8.952243	6294.99
724	13	1534103103000	0.572630	6295.37
725	32	1534103104000	8.239508	6293.87
726	14	1534103105000	0.981496	6295.98
727	22	1534103106000	2.070441	6295.88
728	21	1534103107000	16.252718	6299.20
729	18	1534103108000	3.680127	6298.74
730	13	1534103109000	0.996601	6301.01
731	17	1534103110000	1.426805	6293.39
732	12	1534103111000	1.122529	6296.56
733	2	1534103112000	1.512009	6293.02
734	13	1534103113000	1.131941	6296.05
735	21	1534103114000	5.005843	6296.72
736	17	1534103115000	6.088156	6296.30
737	12	1534103116000	3.021964	6298.11
738	21	1534103117000	4.859541	6292.94
739	17	1534103118000	4.693115	6295.18
740	17	1534103119000	4.068702	6296.38
741	164	1534103120000	138.833204	6348.62
742	33	1534103121000	6.770389	6292.82
743	41	1534103122000	12.749654	6290.50
744	31	1534103123000	1.232346	6295.03
745	41	1534103124000	8.725690	6287.77
746	14	1534103125000	2.324583	6289.85
747	21	1534103126000	2.742655	6288.09
748	22	1534103127000	9.876803	6289.75
749	18	1534103128000	1.268255	6286.74
750	24	1534103129000	8.161155	6283.08
751	19	1534103130000	6.469651	6283.68
752	9	1534103131000	1.121921	6282.15
753	9	1534103132000	2.801540	6284.22
754	5	1534103133000	0.148982	6280.67
755	11	1534103134000	2.929720	6285.57
756	12	1534103135000	1.542873	6280.40
757	14	1534103136000	1.969147	6285.62
758	16	1534103137000	3.761389	6281.39
759	13	1534103138000	10.114839	6283.67
760	22	1534103139000	6.216524	6281.30
761	5	1534103140000	1.834184	6282.81
762	21	1534103141000	53.248100	6287.65
763	3	1534103142000	1.898599	6287.31
764	4	1534103143000	1.035769	6288.60
765	5	1534103144000	0.016686	6283.65
766	9	1534103145000	1.288336	6288.86
767	1	1534103146000	0.050000	6288.99
768	6	1534103147000	5.770338	6291.05
769	16	1534103148000	9.516441	6292.11
770	13	1534103149000	15.049738	6292.30
771	4	1534103150000	0.501415	6293.39
772	15	1534103151000	9.277444	6294.66
773	13	1534103152000	7.365558	6296.61
774	15	1534103153000	2.079288	6297.98
775	7	1534103154000	4.312574	6297.64
776	8	1534103155000	0.892340	6296.75
777	3	1534103156000	0.318264	6299.58
778	10	1534103157000	5.431039	6299.98
779	11	1534103158000	4.189188	6300.29
780	4	1534103159000	0.045769	6302.85
781	12	1534103160000	4.088464	6303.76
782	14	1534103161000	0.423121	6304.94
783	16	1534103162000	3.036904	6305.12
784	8	1534103163000	1.283410	6304.61
785	11	1534103164000	3.747100	6303.33
786	34	1534103165000	11.594357	6310.39
787	13	1534103166000	3.985305	6307.18
788	15	1534103167000	4.676995	6305.41
789	11	1534103168000	2.816053	6306.44
790	16	1534103169000	2.846875	6306.71
791	9	1534103170000	1.301774	6311.09
792	8	1534103171000	1.464427	6316.40
793	22	1534103172000	3.481740	6318.43
794	20	1534103173000	1.344749	6319.71
795	10	1534103174000	5.991950	6319.99
796	15	1534103175000	1.166301	6319.92
797	21	1534103176000	2.024776	6319.85
798	14	1534103177000	1.025672	6320.32
799	7	1534103178000	0.476160	6321.17
800	6	1534103179000	0.451187	6322.16
801	4	1534103180000	0.081969	6322.04
802	22	1534103181000	4.900195	6319.58
803	9	1534103182000	0.129724	6321.59
804	8	1534103183000	1.209962	6318.03
805	11	1534103184000	0.995272	6316.82
806	10	1534103185000	1.190887	6316.34
807	21	1534103186000	4.819324	6315.91
808	15	1534103187000	1.630691	6313.32
809	8	1534103188000	1.044160	6311.74
810	7	1534103189000	3.649929	6312.38
811	11	1534103190000	1.027062	6311.20
812	7	1534103191000	1.404260	6308.00
813	30	1534103192000	13.664843	6305.57
814	18	1534103193000	9.946260	6305.66
815	14	1534103194000	12.222573	6301.63
816	7	1534103195000	1.100343	6303.55
817	11	1534103196000	1.305654	6301.83
818	15	1534103197000	8.240279	6300.28
819	11	1534103198000	1.357732	6302.99
820	16	1534103199000	4.084424	6297.45
821	16	1534103200000	6.408243	6297.66
822	24	1534103201000	5.276032	6299.46
823	21	1534103202000	5.482428	6295.90
824	13	1534103203000	7.135113	6293.86
825	17	1534103204000	13.362414	6300.36
826	13	1534103205000	5.402207	6296.53
827	3	1534103206000	0.533744	6299.40
828	15	1534103207000	2.645405	6306.06
829	5	1534103208000	0.401790	6301.43
830	16	1534103209000	14.134812	6298.69
831	11	1534103210000	2.315651	6306.54
832	8	1534103211000	2.964733	6307.05
833	4	1534103212000	0.348462	6304.59
834	9	1534103213000	0.226576	6306.76
835	5	1534103214000	3.490036	6308.61
836	5	1534103215000	1.996898	6308.69
837	4	1534103216000	0.448874	6308.68
838	14	1534103217000	1.586744	6308.69
839	9	1534103218000	0.860782	6309.39
840	5	1534103219000	0.431406	6311.54
841	5	1534103220000	0.134828	6311.56
842	10	1534103221000	0.466956	6312.08
843	10	1534103222000	0.615214	6312.30
844	2	1534103223000	0.004687	6312.36
845	6	1534103224000	0.686347	6312.09
846	6	1534103225000	0.029224	6314.45
847	13	1534103226000	1.954193	6320.69
848	4	1534103227000	0.554358	6322.64
849	2	1534103228000	0.074147	6320.61
850	6	1534103229000	0.052031	6318.97
851	14	1534103230000	0.931566	6321.56
852	6	1534103231000	0.243481	6324.91
853	10	1534103232000	0.620969	6324.68
854	15	1534103233000	0.717551	6324.95
855	4	1534103234000	0.808625	6323.92
856	3	1534103235000	0.301991	6324.99
857	6	1534103236000	2.284619	6324.99
858	11	1534103237000	1.193104	6327.63
859	3	1534103238000	1.835164	6325.30
860	19	1534103239000	4.164380	6328.98
861	6	1534103240000	0.854334	6329.93
862	13	1534103241000	0.883649	6329.75
863	10	1534103242000	8.382125	6329.99
864	6	1534103243000	1.940746	6330.02
865	10	1534103244000	2.547065	6330.03
866	5	1534103245000	0.200519	6330.24
867	6	1534103246000	0.389112	6330.16
868	17	1534103247000	6.482952	6332.49
869	0	1534103248000	0.000000	6332.49
870	7	1534103249000	0.160917	6330.07
871	8	1534103250000	0.225399	6331.10
872	8	1534103251000	1.023458	6330.02
873	7	1534103252000	0.215056	6332.29
874	4	1534103253000	0.284897	6334.29
875	1	1534103254000	0.000319	6330.03
876	3	1534103255000	0.177812	6330.42
877	1	1534103256000	0.009920	6335.47
878	2	1534103257000	0.353339	6330.05
879	3	1534103258000	0.100002	6332.07
880	5	1534103259000	0.109100	6335.42
881	3	1534103260000	0.456416	6331.44
882	4	1534103261000	0.410548	6331.51
883	5	1534103262000	0.168666	6331.10
884	4	1534103263000	0.257948	6331.41
885	4	1534103264000	0.524090	6331.44
886	9	1534103265000	4.258601	6330.07
887	6	1534103266000	0.879640	6330.02
888	23	1534103267000	6.232997	6330.00
889	18	1534103268000	4.062543	6330.00
890	5	1534103269000	0.028891	6328.52
891	45	1534103270000	25.360110	6315.91
892	62	1534103271000	11.756037	6311.58
893	20	1534103272000	3.624546	6319.75
894	29	1534103273000	12.132992	6311.96
895	8	1534103274000	1.464007	6319.92
896	2	1534103275000	0.014221	6314.84
897	8	1534103276000	0.316114	6314.55
898	5	1534103277000	0.224315	6317.64
899	4	1534103278000	0.551054	6316.99
900	3	1534103279000	0.302976	6316.75
901	6	1534103280000	0.219579	6318.16
902	20	1534103281000	1.162608	6314.10
903	5	1534103282000	0.482131	6314.44
904	8	1534103283000	1.358959	6309.70
905	6	1534103284000	1.966178	6308.17
906	5	1534103285000	0.726457	6308.37
907	4	1534103286000	0.160396	6307.39
908	7	1534103287000	0.143096	6312.02
909	13	1534103288000	0.942773	6308.42
910	7	1534103289000	0.347355	6307.34
911	10	1534103290000	0.287761	6308.42
912	9	1534103291000	0.530661	6307.54
913	5	1534103292000	1.169323	6306.30
914	8	1534103293000	0.603871	6305.49
915	3	1534103294000	0.100090	6302.68
916	10	1534103295000	0.414782	6306.13
917	2	1534103296000	0.081351	6306.38
918	23	1534103297000	4.754309	6301.22
919	10	1534103298000	4.506136	6299.98
